id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,genre_names,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
73939,en,Pariah,"A Brooklyn teenager juggles conflicting identities and risks friendship, heartbreak, and family in a desperate search for sexual expression.",9.416,2011-12-27,Pariah,6.8,126,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76487,en,The Devil Inside,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",15.086,2012-06-01,The Devil Inside,4.7,727,"['Thriller', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
74387,en,Goon,"Doug Glatt, a slacker who discovers he has a talent for brawling, is approached by a minor league hockey coach and invited to join the team as the ""muscle."" Despite the fact that Glatt can't skate, his best friend, Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans, until the league's reigning goon becomes threatened by Glatt's success and decides to even the score.",14.186,2012-06-01,Goon,6.4,836,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77866,en,Contraband,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long agoâ€”smugglingâ€”to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",17.87,2012-12-01,Contraband,6.3,1944,"['Thriller', 'Action', 'Drama', 'Crime']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
82881,en,Tangled Ever After,"The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that theyâ€™re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynnâ€™s nose right?",34.815,2012-01-13,Tangled Ever After,7.1,978,"['Animation', 'Comedy', 'Action', 'Family']",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49527,en,Man on a Ledge,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",19.878,2012-01-13,Man on a Ledge,6.4,2425,"['Action', 'Thriller', 'Crime']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38541,en,The Divide,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",13.287,2012-01-13,The Divide,5.9,591,"['Horror', 'Science Fiction', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
84105,en,Frenemies,"Zendaya and Bella Thorne, who play Rocky and CeCe in hit Disney Channel series Shake It Up, star in this Disney Channel Original Movie. Three pairs of friends relationships go from good to bad and back again. Several couple fall out over girls, boys and work. Can all these couples settle their differences and be friends again?",13.685,2012-01-13,Frenemies,5.8,414,"['Drama', 'Family', 'TV Movie', 'Comedy']",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
63574,en,Joyful Noise,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",10.465,2012-01-13,Joyful Noise,6.5,146,"['Comedy', 'Music']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78049,en,The Scorpion King 3: Battle for Redemption,"Since his triumphant rise to power in the original blockbuster ""The Scorpion King"", Mathayus' kingdom has fallen and he's lost his queen to plague. Now an assassin for hire, he must defend a kingdom from an evil tyrant and his ghost warriors for the chance to regain the power and glory he once knew. Starring Ron Perlman (""Hellboy"") and Billy Zane (""Titanic""), and featuring 6-time WWE champion Dave Bautista and UFC star Kimbo Slice, ""The Scorpion King 3: Battle for Redemption"" takes ""The Mummy"" phenomenon to an all-new level of epic action and non-stop adventure.",19.27,2012-01-17,The Scorpion King 3: Battle for Redemption,4.6,307,"['Action', 'Adventure', 'Fantasy', 'Drama']",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
72545,en,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",48.519,2012-01-19,Journey 2: The Mysterious Island,6.1,3975,"['Adventure', 'Action', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52520,en,Underworld: Awakening,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",38.54,2012-01-19,Underworld: Awakening,6.3,3795,"['Fantasy', 'Action', 'Horror']",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
72431,en,Red Tails,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.",25.541,2012-01-19,Red Tails,6.5,564,"['Drama', 'Action', 'Adventure', 'History', 'War']",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
97690,en,We Are Legion: The Story of the Hacktivists,"Takes us inside the world of Anonymous, the radical ""hacktivist"" collective that has redefined civil disobedience for the digital age. The film explores early hacktivist groups like Cult of the Dead Cow and Electronic Disturbance Theater, then moves to Anonymous' raucous beginnings on the website 4chan.  Through interviews with current members, people recently returned from prison or facing trial, writers, academics, activists and major players in various ""raids,"" the documentary traces Anonymousâ€™ evolution from merry pranksters to a full-blown movement with a global reach, the most transformative civil disobedience of our time.",13.819,2012-01-20,We Are Legion: The Story of the Hacktivists,7.1,303,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84341,en,Smashed,"Kate and Charlie like to have a good time. Their marriage thrives on a shared fondness for music, laughterâ€¦ and getting smashed. When Kateâ€™s partying spirals into hard-core asocial behavior, compromising her job as an elementary schoolteacher, somethingâ€™s got to give. But change isnâ€™t exactly a cakewalk. Sobriety means she will have to confront the lies sheâ€™s been spinning at work, her troubling relationship with her mother, and the nature of her bond with Charlie.",9.357,2012-01-22,Smashed,6.5,243,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84174,en,Bachelorette,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,14.13,2012-01-23,Bachelorette,5.4,1143,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75174,en,The Grey,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway, are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",24.833,2012-01-26,The Grey,6.6,3588,"['Drama', 'Thriller', 'Action', 'Adventure']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
54054,en,One for the Money,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder â€“ the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",13.67,2012-01-26,One for the Money,5.5,917,"['Action', 'Comedy', 'Crime']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78047,en,Treasure Buddies,"Disney's irresistible talking puppies are back in an all-new movie that takes them halfway across the world to the ruins of ancient Egypt. With the help of some exotic new friends, this epic adventure is a treasure trove of pure Buddy fun. In a race against a devious cat, the Buddies and their new friends, Cammy and Babi, must avoid booby traps, solve puzzles and explore a mysterious tomb - all in search of the greatest treasure known to animalkind!",10.449,2012-01-31,Treasure Buddies,6.0,99,"['Adventure', 'Family']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76726,en,Chronicle,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",29.743,2012-01-02,Chronicle,6.8,4921,"['Science Fiction', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
87584,en,Celebrity Sex Tape,"A group of college nerds secretly record a washed up celebrity having sex and post the tape on the internet. When the publicity revives the actress's career, every B-list celebrity, reality show reject, and celebutante in Hollywood want to star in the guys next ""production.""",32.43,2012-02-02,Celebrity Sex Tape,4.5,64,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78698,en,Big Miracle,A small-town news reporter and a Greenpeace volunteer enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle.,12.297,2012-02-02,Big Miracle,6.6,446,"['Adventure', 'Drama', 'Romance']",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
72570,en,The Vow,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",27.758,2012-05-02,The Vow,7.2,3814,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
83201,en,Puss in Boots: The Three Diablos,"Puss in Boots is on a mission to recover the Princess' stolen ruby from the notorious French thief, Whisperer. Reluctantly accompanied by three little kittens, Three Diablos, Puss must tame them before they endanger the mission.",29.343,2012-07-02,Puss in Boots: The Three Diablos,6.6,428,"['Adventure', 'Animation', 'Comedy', 'Family']",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59961,en,Safe House,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",23.139,2012-08-02,Safe House,6.4,3314,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
187257,en,Fucking Different XXX,"In Fucking Different XXX, the passion for explicit sex scenes brought eight international filmmakers together. The eight short films shot in Paris, Berlin and San Francisco are about intensive sex, quick sex, romantic sex, funny sex, the first sex, and the last sex. The range goes from a lesbian quickie in the toilet, a bloodthirsty orgy, romantic fisting all the way to wet teenage dreams. The result is a never seen before look upon sexual tastes and varieties, far from clichÃ©s, with a fresh and sometimes humorous approach.",16.081,2012-08-02,Fucking Different XXX,7.1,17,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80271,en,LOL,"In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.",16.579,2012-10-02,LOL,6.1,2560,"['Drama', 'Comedy', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
167313,en,Monster High: Why Do Ghouls Fall in Love?,"Draculauraâ€™s Sweet 1600th birthday is an extra special occasion to party at Monster High! But her high expectations lead to deadly results when sheâ€™s faced with the choice between practical boyfriend Clawd, and new vampire heartthrob, Valentine, a romantic blast from her past. Her ghoulfriends find it odd that Valentine created a holiday in her honor, but oddly named it after himself (how romantic?) and have to stop him before he steals her heartâ€¦ literally. Draculaura must decide which boy is right for her before the party! Will she find out about Valentineâ€™s sinister plan? Will her best ghoulfriends be able to help her in time? And most importantlyâ€¦ will Draculaura pass her driving test?",32.056,2012-12-02,Monster High: Why Do Ghouls Fall in Love?,8.0,152,"['Fantasy', 'Animation']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84336,en,Shadow Dancer,"Set in 1990s Belfast, a woman is forced to betray all she believes in for the sake of her son.",11.769,2012-12-02,Shadow Dancer,5.8,229,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59962,en,This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,16.678,2012-02-14,This Means War,6.2,3175,"['Action', 'Comedy', 'Romance']",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94901,en,About Cherry,"A drama centered on a troubled young woman who moves to San Francisco, where she gets involved in pornography and aligns herself with a cocaine-addicted lawyer.",17.71,2012-02-14,About Cherry,4.5,266,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167666,en,Monster High: Escape from Skull Shores,"It's officially Spring Break at Monster High, and Lagoona takes her gilfriends across the sea to the Great Barrier Reef, but they are ship wrecked and end up on a mysterious skull shaped island. Here they enjoy the local hospitality until they realize that they are being used by a slippery showman named Farnum to lure the rarest, most mysterious monster of them all, ""the Beast"" into a trap. Frankie is taken by the Beast but tables turn and she ends up rescuing him and returning with him to Monster High. The story goes to high voltage when they realize that Frankie has inadvertently led Farnum to the location of the greatest gathering of monsters anywhere...Monster High.",15.459,2012-02-16,Monster High: Escape from Skull Shores,7.6,91,"['Animation', 'Family', 'Fantasy']",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
89691,en,ATM,"After leaving their company Christmas Party together, David Hargrove and Emily Brandtâ€™s impromptu first date takes an unexpected turn when their coworker, Corey, asks them to make a late-night stop at an ATM.  What should be a routine transaction turns into a desperate struggle for survival when an unknown man appears outside the vestibule.  With the wintry temperatures dipping below freezing, and the morning sunrise still hours away, they have no choice but to play the manâ€™s deadly game of cat-and-mouse.",10.957,2012-02-17,ATM,5.0,546,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
87842,en,I Ain't Scared of You: A Tribute to Bernie Mac,"I AIN'T SCARED OF YOU is a documentary tribute to Bernie Mac (1957-2008). From his stand-up in underground Chicago comedy clubs to the Big Screen in Hollywood, Bernie Mac's sharp tongue and heart of gold resonated with millions of fans throughout his career.This film revisits much of his work through exclusive recordings of early stand-up, featured scenes from his film and TV appearances, and interviews with his co-stars, including Samuel L. Jackson, Cameron Diaz, Chris Rock, and many more. Testimonials from friends and family offer colorful anecdotes about Bernie Mac, from his practical jokes to his strong appreciation for manicures, and paint a vivid picture of who he was as an actor-comedian, husband, father, and friend.",9.076,2012-02-19,I Ain't Scared of You: A Tribute to Bernie Mac,8.0,9,"['Comedy', 'Documentary']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91342,en,Barbie in A Mermaid Tale 2,"Surf's up for Barbie as she returns as Merliah, the fun and fashionable surfing champion who's also a magical mermaid princess! In this exciting sea-quel, Merliah makes a splash when she heads to Australia for the ultimate surfing competition. When the evil mermaid Eris escapes from her whirlpool with plans to take over the throne of Oceana, Merliah and her sea friends dive in to stop her. It's a fresh new adventure where Merliah learns that anything is possible and she really can have the best of both worlds!",27.832,2012-02-22,Barbie in A Mermaid Tale 2,7.0,408,"['Animation', 'Family']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50647,en,Wanderlust,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",16.542,2012-02-23,Wanderlust,5.5,1174,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79548,en,Gone,"Jill Conway is trying to rebuild her life after surviving a terrifying kidnapping attempt. Though she is having a difficult time, she takes small steps toward normalcy by starting a new job and inviting her sister, Molly, to move in with her. Returning home from work one morning, Jill discovers that Molly has vanished, and she is certain that the same man who previously abducted her has returned for revenge.",16.038,2012-02-23,Gone,6.2,1092,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74534,en,The Best Exotic Marigold Hotel,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",12.96,2012-02-23,The Best Exotic Marigold Hotel,6.9,1235,"['Drama', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75674,en,Act of Valor,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",18.071,2012-02-24,Act of Valor,6.5,1040,"['Action', 'Thriller', 'War']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
76589,en,Justice League: Doom,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.",20.345,2012-02-28,Justice League: Doom,7.4,799,"['Action', 'Animation', 'Science Fiction']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91010,en,Game Change,"During the Republican run of the 2008 Presidential election, candidate John McCain picks a relative unknown, Alaskan governor Sarah Palin, to be his running mate.  As the campaign kicks into high gear, her lack of experience, in both political and media savvy, becomes a drain upon McCain and his strategists.",14.783,2012-02-28,Game Change,6.9,283,"['TV Movie', 'Drama', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
73723,en,The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",129.619,2012-01-03,The Lorax,6.5,3239,"['Animation', 'Family']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57214,en,Project X,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",61.513,2012-01-03,Project X,6.8,5901,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105556,en,Heist: Who Stole the American Dream?,"Heist: Who Stole the American Dream? reveals how American corporations orchestrated the dismantling of middle-class prosperity through rampant deregulation, the outsourcing of jobs, and tax policies favoring businesses and the wealthy. The collapse of the U.S. economy is the result of conscious choices made over thirty five years by a small group: leaders of corporations and their elected allies, and the biggest lobbying interest in Washington, the U.S. Chamber of Commerce. To these individuals, the collapse is not a catastrophe, but rather the planned outcome of their long, patient work. For the rest of the country, it is merely the biggest heist in American history.",6.438,2012-02-03,Heist: Who Stole the American Dream?,7.7,6,"['History', 'Documentary']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78571,en,Being Flynn,"Working in a Boston homeless shelter, Nick Flynn re-encounters his father, a con man and self-proclaimed poet. Sensing trouble in his own life, Nick wrestles with the notion of reaching out yet again to his dad.",8.74,2012-02-03,Being Flynn,6.2,235,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92000,en,Columbus Circle,An heiress who's been shut inside her apartment building for nearly two decades is forced to confront her fears after one of her neighbors is killed and a detective arrives to begin the investigation.,11.584,2012-05-03,Columbus Circle,5.7,216,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
84575,en,Tooth Fairy 2,"Larry Guthrie, who loses his first love to the town hot shot, decides to win her back by volunteering with the children at her after-school program. When Larry accidentally tells the kids the Tooth Fairy is make-believe, he soon is transformed into a tutu-clad fairy with the ""sentence"" of collecting teeth.",13.73,2012-06-03,Tooth Fairy 2,5.0,152,"['Comedy', 'Family']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49529,en,John Carter,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",46.102,2012-07-03,John Carter,6.3,5255,"['Action', 'Adventure', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72358,en,A Thousand Words,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja for his own selfish purposes. But Dr. Sinja is on to him, and Jackâ€™s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now heâ€™s got to stop talking and conjure up some outrageous ways to communicate or heâ€™s a goner.",13.568,2012-07-03,A Thousand Words,6.1,1232,"['Drama', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81900,en,Scooby-Doo! Music of the Vampire,"Scooby and the gang have their first musical mystery in â€œScooby Doo: Music of the Vampire.â€ It begins when they take a sing-a-long road trip into bayou country to attend the â€œVampire-Palooza Festivalâ€ â€“ an outdoor fair dedicated to all things Draculian. At first it looks as if theyâ€™re in for some fun and lots of Southern snacks, but events soon turn scary when a real live vampire comes to life, bursts from his coffin and threatens all the townsfolk. On top of that, this baritone blood sucker seems intent on taking Daphne as his vampire bride! Could the vampire be a descendant of a famous vampire hunter who is trying to sell his book? Or perhaps heâ€™s the local politician, who has been trying to make his name in the press by attacking the vampires as downright unwholesome. The answers are to be found in a final song-filled showdown in the swamp in which our heroes unmask one of their most macabre monsters yet.",11.844,2012-07-03,Scooby-Doo! Music of the Vampire,7.8,182,"['Family', 'Animation', 'Mystery', 'Adventure', 'Comedy', 'Fantasy']",0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
95516,en,Cleanskin,"While working undercover as a bodyguard to arms dealer Harry, former-soldier-turned-secret-service-agent Ewan survives a bloody shootout with a member of an Islamic terrorist cell who steals Harry's briefcase full of Semtex explosives and escapes. Ewan's spymasters task Ewan with hunting down the cell members and retrieving the briefcase.",17.221,2012-08-03,Cleanskin,5.7,287,"['Drama', 'Thriller', 'Crime']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
70436,en,The Raven,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",17.305,2012-09-03,The Raven,6.3,1244,"['Crime', 'Thriller', 'Mystery', 'Horror']",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
86467,en,Bel Ami,"Georges Duroy travels through 1890s Paris, from cockroach ridden garrets to opulent salons, using his wits and powers of seduction to rise from poverty to wealth, from a prostituteâ€™s embrace to passionate trysts with wealthy beauties, in a world where politics and media jostle for influence, where sex is power and celebrity an obsession.",14.206,2012-09-03,Bel Ami,5.3,474,"['Romance', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
80038,en,Friends with Kids,"In the wake of their friends' marriages and eventual offspring, longtime pals Julie and Jason decide to have a child together without becoming a couple. By becoming ""time-share"" parents, they reason, they can experience the joys of parenthood without significantly curbing their personal freedom. However, when Julie and Jason both become involved with others, they discover that they secretly harbor romantic feelings for each other.",12.269,2012-09-03,Friends with Kids,6.0,446,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95755,en,Small Apartments,"When a clumsy deadbeat accidentally kills his landlord, he must do everything in his power to hide the body, only to find that the distractions of lust, the death of his beloved brother, and a crew of misfit characters force him on a journey where a fortune awaits him.",12.064,2012-10-03,Small Apartments,5.9,133,"['Comedy', 'Crime']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97605,en,Extracted,"Thomas Jacobs invents a way to watch people's memories from the inside. Going against his morals, he accepts an offer to enter a heroin addict's memories to literally see if he committed a crime. However,a malfunction causes his consciousness to become trapped inside the criminal's mind. He remains a prisoner in the addict's memories for more than four years until he discovers the possibility of escape.",7.55,2012-10-03,Extracted,6.2,206,"['Science Fiction', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
96826,en,Ben 10: Destroy All Aliens,"Based on the original animated series Ben 10.  Ben becomes targeted by an evil Mechamorph Warrior, named ""Retaliator,"" who mistakenly blames Ben for something he did not do and attempts to destroy all aliens.",12.502,2012-11-03,Ben 10: Destroy All Aliens,5.8,65,"['Animation', 'Science Fiction', 'Family', 'Action']",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
96599,en,Eden,The true story of Chong Kimâ€”abducted into the sex trade as a young teenâ€”and the complicated moral choices she had to make in order to survive as her situation grew more desperate.,13.547,2012-11-03,Eden,6.7,198,"['Thriller', 'Drama', 'Crime']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
70160,en,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which â€œTributesâ€ must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If sheâ€™s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",47.898,2012-12-03,The Hunger Games,7.2,20732,"['Science Fiction', 'Adventure', 'Fantasy']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
64688,en,21 Jump Street,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",25.818,2012-03-14,21 Jump Street,6.9,9699,"['Action', 'Comedy', 'Crime']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60747,en,Red Dawn,"A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the skyâ€”shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters.",29.172,2012-03-15,Red Dawn,5.7,1461,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62764,en,Mirror Mirror,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",19.559,2012-03-15,Mirror Mirror,5.9,3041,"['Adventure', 'Comedy', 'Family', 'Fantasy']",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
80389,en,Get the Gringo,A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.,22.568,2012-03-15,Get the Gringo,6.5,1501,"['Action', 'Thriller', 'Crime', 'Drama']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
86597,en,The Tall Man,"When her child goes missing, a mother looks to unravel the legend of the Tall Man, an entity who allegedly abducts children.",15.735,2012-03-19,The Tall Man,6.0,1072,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
82485,en,Transit,"Nate takes his family for a camping trip to reconnect. When they pull off at a rest stop, a gang of thieves hides their stash from an armored car robbery among the family belongings. They soon find themselves on the run and the gang will stop at nothing to get their money back.",9.886,2012-03-22,Transit,5.7,195,"['Action', 'Thriller', 'Crime']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
